Age,MonthlyIncome,YearsAtCompany,TotalWorkingYears,DistanceFromHome,JobSatisfaction,WorkLifeBalance,OverTime,NumCompaniesWorked,TrainingTimesLastYear,Attrition
50,93288,11,15,49,3,1,No,3,0,No
25,56439,8,9,25,2,1,No,1,3,Yes
39,47199,4,11,28,4,2,No,2,1,No
38,123789,10,17,35,4,1,Yes,1,4,No
53,89921,10,18,9,3,2,No,7,5,No
55,60211,5,12,42,1,1,Yes,7,6,Yes
33,102115,11,15,16,1,3,Yes,8,6,Yes
50,57509,2,5,40,2,2,No,3,4,No
37,67012,10,11,15,1,2,No,1,6,No
27,28046,4,5,45,4,2,No,6,5,No
47,53577,7,16,29,3,4,Yes,1,5,No
40,50118,4,5,24,2,3,No,0,4,No
24,71409,2,6,41,4,3,No,5,6,Yes
26,43389,0,6,33,4,3,No,3,4,No
35,105045,14,16,32,4,1,No,2,2,No
31,85764,6,16,2,4,1,No,1,0,No
28,55101,1,9,43,3,4,Yes,1,3,No
54,119615,17,31,27,2,2,Yes,1,6,No
33,70903,5,15,41,4,3,No,5,0,No
21,18000,2,3,50,4,1,No,3,3,No
27,48447,4,6,31,1,1,No,1,0,No
33,79446,6,9,40,4,1,Yes,1,2,No
49,73727,8,14,37,3,2,No,0,2,No
53,35302,2,3,19,1,1,No,8,5,Yes
57,36167,3,3,28,2,2,Yes,3,5,No
38,43904,2,5,31,1,3,No,6,3,No
56,29909,0,0,7,3,4,No,5,6,No
60,121197,16,21,6,3,3,Yes,3,5,No
51,128141,8,29,4,3,2,No,8,5,No
48,45907,3,3,14,1,4,Yes,0,4,No
51,31931,4,6,46,4,4,No,3,4,No
48,18594,0,0,37,1,2,No,7,5,Yes
51,118590,21,23,20,2,4,No,3,1,No
31,71961,4,14,45,4,3,No,1,1,No
58,123908,20,33,13,1,1,Yes,6,1,No
37,54370,2,11,2,3,4,Yes,0,1,No
28,73353,11,13,45,2,1,No,0,2,Yes
54,153357,24,31,39,3,1,No,6,0,No
59,53933,6,10,24,2,2,Yes,0,6,No
35,102096,5,18,15,4,2,Yes,3,3,No
27,57121,4,5,36,2,2,Yes,6,0,Yes
56,89977,14,24,22,3,4,Yes,2,6,No
44,96207,2,12,14,4,3,No,4,4,No
22,49583,0,3,41,2,2,Yes,0,5,No
57,151505,24,35,5,2,4,No,1,5,No
33,83916,5,15,46,4,2,Yes,4,3,No
34,93693,17,17,23,2,3,Yes,7,4,No
55,30954,2,3,42,3,4,No,4,5,No
44,154691,25,26,6,4,4,No,0,1,No
37,55984,8,11,6,3,1,No,2,3,No
59,75399,9,18,1,1,2,No,8,2,No
37,99105,7,21,39,3,4,No,5,1,No
41,99383,13,13,48,4,1,No,2,3,No
42,18213,0,0,25,1,4,No,8,4,No
59,68016,4,5,26,4,2,Yes,6,3,No
43,118898,10,26,5,2,4,Yes,4,4,No
51,80850,2,11,28,4,4,Yes,3,1,No
58,139033,23,33,7,2,4,No,1,6,No
43,64074,6,10,4,4,2,No,8,3,No
35,32129,5,11,47,4,1,No,6,5,No
48,18420,0,0,10,1,3,Yes,6,3,Yes
58,167231,31,35,23,2,1,No,6,5,No
49,62595,11,15,18,3,1,Yes,0,1,No
40,138408,5,22,45,4,3,No,4,6,Yes
33,68814,4,15,39,2,2,No,5,4,No
26,36938,5,6,11,4,3,Yes,7,2,No
30,90410,7,11,41,2,2,No,7,0,No
46,146099,23,24,21,1,3,Yes,4,2,No
30,49967,4,5,15,3,2,Yes,0,2,No
33,100012,16,18,4,2,2,No,4,2,No
51,98951,18,21,17,4,4,No,1,4,No
36,70225,9,16,37,4,1,No,7,3,No
45,71951,2,19,11,4,4,Yes,8,2,Yes
58,98837,6,10,18,2,1,No,1,1,No
56,82637,4,8,47,1,1,Yes,0,6,Yes
46,32226,6,10,41,1,2,Yes,1,6,No
49,18000,0,1,38,1,1,No,6,4,Yes
28,18504,5,9,24,3,3,No,4,4,No
21,41911,3,4,28,2,4,No,8,3,No
40,128491,8,21,21,2,4,No,1,6,No
47,74552,2,14,9,4,4,Yes,8,5,No
55,121601,20,24,24,1,1,No,0,6,No
57,199348,3,26,1,1,2,No,3,5,No
45,68952,3,13,11,2,3,No,7,4,No
55,155623,3,32,37,3,4,No,3,4,No
55,33470,7,8,12,4,4,No,7,6,No
33,71249,3,14,38,2,2,No,3,4,No
54,24499,0,0,5,1,3,Yes,7,3,No
37,111926,4,22,27,1,4,No,1,2,No
44,99665,6,12,49,2,1,No,5,2,No
50,167274,20,30,2,1,3,No,0,4,No
58,29878,0,0,1,4,2,No,7,1,No
36,102564,6,20,46,2,1,Yes,6,5,Yes
46,48168,0,2,16,2,1,No,7,6,Yes
50,129076,4,20,35,1,1,No,1,0,No
50,18000,0,2,24,3,4,Yes,4,5,No
55,121761,29,30,6,1,4,Yes,6,1,No
28,86666,2,10,14,1,4,Yes,1,6,Yes
60,60717,11,11,1,1,4,No,3,1,No
41,94521,8,22,16,2,3,Yes,4,1,No
24,103476,5,7,15,4,2,No,6,4,No
28,65804,8,8,29,1,1,No,7,3,Yes
53,132394,13,22,50,2,1,No,1,4,No
33,85723,0,12,28,1,2,No,4,1,Yes
37,112580,16,20,43,1,1,No,7,5,No
38,49332,0,2,22,4,3,No,5,3,No
40,42084,0,2,41,2,2,Yes,8,2,No
31,70811,0,12,22,3,4,No,8,0,No
54,153596,5,34,32,3,4,No,5,4,No
23,44132,1,5,14,2,4,No,8,3,Yes
24,61064,0,6,11,1,1,No,7,4,Yes
24,77543,7,7,29,3,1,No,8,6,No
21,47047,2,5,49,3,3,No,3,3,No
50,64937,5,9,48,1,2,No,0,0,Yes
33,49950,0,7,24,3,1,Yes,1,2,Yes
59,133415,2,23,9,3,2,No,8,2,No
44,68422,4,7,49,2,4,No,3,5,No
30,18000,0,1,25,1,2,No,6,3,No
25,33047,3,5,38,1,4,Yes,1,2,Yes
57,70203,6,17,31,1,2,No,5,5,No
37,30841,4,9,50,4,1,No,6,4,No
53,175423,25,26,43,4,2,No,5,4,No
51,134295,18,24,12,2,3,Yes,1,1,No
28,69844,0,6,19,4,4,No,6,0,No
30,57563,2,12,8,2,3,Yes,5,1,No
28,65926,4,9,15,1,4,Yes,6,6,No
33,58241,1,14,1,4,1,No,7,5,No
26,71003,1,10,20,4,3,No,1,0,No
52,124433,18,26,10,2,3,Yes,0,1,No
58,27524,0,0,9,3,3,No,8,2,No
21,29629,0,1,42,1,1,No,8,2,Yes
50,69891,7,13,49,3,4,Yes,4,1,No
55,64282,5,13,42,1,1,Yes,8,6,Yes
26,54790,3,8,24,2,4,No,5,2,No
48,110968,25,28,50,4,3,Yes,8,3,No
25,25676,0,6,31,2,1,Yes,2,0,Yes
27,28783,0,9,35,4,3,No,6,1,No
30,77640,3,4,26,2,3,No,7,0,No
43,130865,15,21,50,1,2,No,5,5,Yes
44,147687,6,23,42,3,4,Yes,3,1,No
59,113713,11,13,40,3,4,No,5,3,No
57,26610,0,0,7,3,3,No,7,3,No
24,43198,2,6,40,3,1,No,6,3,No
46,104164,7,19,35,1,3,No,0,2,No
36,65610,9,17,7,2,1,Yes,0,0,No
31,105867,9,14,25,3,4,No,2,1,No
27,50567,6,7,41,2,3,No,8,1,Yes
44,62028,2,6,15,4,2,No,6,4,No
39,53065,2,7,22,2,4,Yes,5,5,No
57,79004,4,11,38,3,3,No,2,6,No
33,68959,10,10,33,4,2,Yes,8,2,No
42,53842,0,11,24,4,1,No,8,4,No
47,18257,0,2,33,4,4,No,8,6,No
44,120679,17,28,18,2,4,Yes,1,6,No
36,36251,8,8,16,3,4,Yes,8,3,No
41,54649,3,10,42,4,3,No,3,3,No
40,99745,7,22,10,2,1,No,3,2,No
30,26140,6,12,3,1,1,No,1,4,Yes
60,88985,6,20,50,3,2,Yes,5,1,No
41,43915,4,4,36,2,4,No,1,5,No
39,59919,2,10,13,3,4,No,2,0,No
22,18000,0,3,46,4,2,Yes,4,1,No
57,94761,6,10,38,3,3,No,5,0,No
46,87946,13,18,18,3,3,No,4,3,Yes
33,73991,14,14,28,4,3,Yes,2,6,Yes
35,94966,4,17,34,4,2,No,0,2,No
27,59382,0,5,34,2,4,Yes,4,4,Yes
58,33267,0,2,18,1,1,No,3,6,No
57,64520,2,4,29,4,2,Yes,4,5,No
50,18021,0,0,30,3,2,Yes,8,5,No
30,51936,4,13,18,2,2,Yes,2,1,No
50,112008,17,28,21,3,3,No,2,6,No
51,90334,8,19,7,3,2,No,8,6,No
48,99150,4,19,40,2,2,No,3,4,No
21,31282,0,2,39,1,1,No,7,1,Yes
23,78949,4,6,24,2,3,Yes,5,3,No
55,60183,0,3,42,3,4,No,2,5,Yes
26,36637,7,8,35,3,3,Yes,7,3,Yes
59,86838,0,18,35,3,4,Yes,7,5,No
40,55429,6,13,46,3,2,Yes,1,6,Yes
23,23298,1,6,48,3,4,Yes,3,3,Yes
47,74289,1,6,25,2,3,Yes,0,4,No
47,114557,2,26,11,1,1,No,4,5,No
49,165345,11,33,50,2,3,No,2,6,No
29,62501,9,13,38,2,2,Yes,1,6,Yes
44,118830,7,20,32,1,1,No,1,2,No
58,98752,8,19,39,3,4,Yes,4,0,No
53,153139,31,31,12,1,4,No,8,4,No
40,61324,0,6,48,4,1,No,0,1,No
22,38136,2,5,40,4,1,No,2,4,Yes
45,131722,10,26,2,2,4,Yes,4,4,No
37,69291,14,16,17,4,3,No,0,4,No
49,21727,0,0,8,3,4,No,7,6,No
54,26575,0,0,5,2,4,Yes,7,3,No
52,116258,13,22,5,4,3,Yes,1,6,No
38,123084,1,20,4,3,1,No,4,1,No
32,27529,0,0,5,1,2,Yes,5,0,No
54,128800,19,23,26,3,4,No,3,4,No
30,47359,6,15,42,2,2,Yes,2,6,Yes
53,116920,27,30,24,3,2,No,2,4,No
38,96182,19,21,44,4,2,Yes,0,2,No
37,44086,2,2,26,4,1,Yes,7,1,No
58,154469,32,34,50,1,2,Yes,2,1,No
45,154973,25,27,12,4,4,No,1,0,No
43,104245,8,22,12,2,2,No,6,2,No
43,101136,6,6,32,1,3,No,6,6,No
42,67304,6,15,44,2,1,Yes,4,6,Yes
45,18454,2,5,18,4,3,Yes,2,4,No
39,78564,7,10,28,4,1,No,4,1,No
46,147374,2,19,17,1,3,No,3,2,No
24,18404,0,2,45,4,2,Yes,4,2,No
24,53597,1,5,11,4,2,Yes,8,2,No
53,39788,1,3,15,1,3,No,3,3,No
57,190275,5,31,40,4,1,No,2,3,No
30,69752,5,11,17,2,1,No,3,3,No
32,52226,4,11,14,2,3,No,7,3,No
36,18000,0,0,46,1,4,No,8,1,No
26,63885,2,4,32,3,4,No,8,5,No
56,158753,10,27,27,3,1,No,4,3,Yes
44,103983,7,12,50,2,1,No,7,3,No
25,28150,3,7,25,2,4,No,7,5,No
36,71846,5,18,45,2,3,No,5,0,No
44,123402,14,25,1,3,4,No,7,1,No
52,76602,4,15,12,2,2,No,7,2,No
52,18000,0,2,17,1,1,No,5,4,No
34,18200,1,1,38,4,2,Yes,6,0,No
60,126786,6,16,17,4,2,No,6,0,No
45,124685,17,29,15,2,4,Yes,2,6,No
22,26083,0,4,47,3,4,Yes,3,3,Yes
32,72431,13,13,13,1,3,No,1,1,No
51,18000,1,3,36,1,2,No,5,5,No
32,57188,14,14,40,3,2,No,4,0,No
30,85177,5,13,24,2,2,No,2,3,No
57,130808,18,30,44,2,3,Yes,1,3,Yes
46,144528,30,30,48,3,1,No,5,3,No
35,71543,14,21,24,4,1,No,4,5,Yes
30,81323,0,13,5,1,2,No,7,2,No
55,114851,13,26,25,3,4,No,5,6,No
25,57911,1,3,10,4,2,Yes,7,2,No
38,123365,1,20,4,3,1,No,2,0,No
28,62868,5,7,12,1,2,No,7,0,No
35,102727,2,18,31,4,4,Yes,4,1,No
41,116976,16,18,17,2,4,No,6,6,No
26,81672,4,9,17,1,1,No,2,4,No
56,132187,0,24,24,3,4,No,1,5,No
57,61550,1,1,42,3,4,No,2,6,Yes
57,112714,5,19,43,3,2,Yes,4,4,No
53,62796,10,10,43,2,1,No,0,1,Yes
31,85983,3,16,1,4,3,No,5,0,No
41,72725,5,16,23,3,1,Yes,0,0,No
41,86748,19,24,15,1,1,No,3,5,No
37,18091,0,0,26,4,4,No,0,2,No
21,50358,2,7,38,4,1,No,0,5,No
41,131061,21,21,31,2,1,No,6,4,No
49,78503,23,24,12,3,4,No,2,6,No
58,122526,8,21,41,1,1,Yes,4,1,Yes
52,84885,3,14,46,1,3,No,8,1,No
37,83349,15,15,12,3,1,No,0,3,No
38,109878,2,19,1,2,2,Yes,5,2,No
52,19604,0,3,37,1,1,No,6,4,Yes
60,130446,13,20,7,3,3,Yes,3,5,No
48,132184,8,27,22,4,3,Yes,2,6,No
41,54878,0,16,29,4,1,No,6,4,No
23,33410,3,4,35,4,4,No,4,5,No
23,35411,4,6,42,3,3,No,3,0,No
27,79394,3,9,50,4,4,No,6,3,Yes
55,188725,19,31,5,4,3,No,4,1,No
28,42905,1,6,33,4,3,No,4,6,No
50,80349,21,23,11,3,4,No,3,6,No
37,114868,14,16,23,1,1,Yes,4,6,No
54,106511,11,26,12,3,1,No,7,0,No
36,133145,13,18,42,3,2,No,6,6,No
37,18202,0,0,24,1,2,No,5,5,Yes
45,111095,1,19,3,4,4,Yes,5,0,No
47,127385,22,28,27,2,4,No,7,5,No
39,145152,3,20,18,2,2,Yes,5,1,No
52,124007,13,30,47,2,2,Yes,3,3,Yes
60,53333,1,13,6,2,4,No,7,5,No
59,26146,0,1,7,4,3,No,7,3,No
40,101527,6,22,13,2,1,No,1,2,No
39,102109,16,21,16,1,3,No,6,0,No
27,28823,1,10,50,4,1,Yes,6,0,Yes
34,21116,0,2,42,1,2,No,3,1,Yes
57,122164,21,24,23,1,1,No,0,5,No
49,175247,0,26,34,4,2,No,6,3,No
41,99000,13,15,49,4,1,No,2,4,No
40,88339,18,19,18,4,2,No,6,3,No
23,18000,0,5,21,4,3,No,2,5,No
57,92176,12,16,30,1,1,Yes,8,3,Yes
60,141070,10,25,27,1,1,Yes,6,2,Yes
37,26065,3,3,19,4,1,No,7,1,No
25,53467,1,8,32,1,4,Yes,8,1,No
44,111407,10,15,25,3,3,No,3,5,No
41,101647,15,22,24,1,1,Yes,8,1,Yes
42,57626,1,7,18,3,2,No,8,4,No
39,29742,4,8,50,4,1,No,5,4,No
54,149703,19,30,44,1,3,Yes,3,0,No
55,138485,13,20,49,2,1,No,2,5,No
54,18000,1,3,10,3,4,No,7,1,No
55,97719,10,11,20,4,2,Yes,8,2,No
39,55251,6,6,28,2,4,Yes,6,0,No
49,55954,12,13,11,1,4,No,2,3,Yes
46,21154,3,6,32,4,2,No,0,6,No
48,18049,0,0,11,1,2,Yes,6,3,Yes
30,49288,7,13,39,2,3,Yes,1,6,Yes
39,123016,7,21,22,2,4,No,2,5,No
42,78828,10,11,11,2,4,No,2,4,No
48,126788,7,28,6,4,2,No,4,2,No
60,18210,0,2,2,3,2,Yes,1,1,No
41,98562,4,22,43,2,3,No,4,3,No
56,61833,10,13,45,2,2,No,6,6,No
59,172795,5,26,1,1,1,No,3,6,No
53,168706,11,34,7,1,2,No,6,2,No
53,68429,4,9,28,4,4,Yes,2,2,No
57,58815,5,9,7,4,2,Yes,4,1,No
46,134967,0,28,14,1,1,No,1,5,No
52,19010,0,6,13,2,3,No,8,5,No
32,87164,3,13,14,4,1,No,8,1,No
34,71956,15,16,28,3,2,Yes,2,6,Yes
33,49088,4,11,15,2,3,No,8,3,No
47,18845,1,1,25,2,4,Yes,3,5,No
22,20262,3,3,49,3,3,No,4,4,No
21,39922,2,5,3,2,3,No,8,2,No
26,64434,0,8,40,4,3,No,4,6,Yes
48,99855,15,16,9,3,4,No,2,6,No
57,106445,9,15,40,2,3,No,5,3,No
47,84446,9,17,3,2,2,Yes,3,1,No
39,145252,3,21,22,2,2,Yes,7,1,No
52,111902,8,8,33,2,1,Yes,8,2,No
56,134141,14,27,25,2,3,No,8,5,No
41,63351,0,6,9,2,1,No,8,1,Yes
47,23959,0,0,9,2,4,No,7,4,No
35,82511,10,13,18,2,3,Yes,5,4,No
41,88178,15,17,12,1,2,No,0,6,No
27,49194,4,8,15,2,1,Yes,2,4,No
24,70270,5,6,25,2,3,Yes,6,4,No
31,77552,1,5,27,3,3,No,6,0,No
54,86833,1,6,42,2,2,Yes,4,2,Yes
51,68277,6,14,50,1,3,No,0,1,Yes
60,57939,3,11,5,2,4,No,8,4,No
54,105718,9,9,33,2,1,Yes,8,3,No
54,83693,11,22,12,3,2,No,7,5,No
55,101771,15,25,18,3,4,Yes,4,5,No
60,175770,11,27,33,1,4,Yes,8,2,No
28,79190,2,2,31,1,3,Yes,3,0,Yes
33,70838,11,14,41,4,2,No,6,5,No
50,106442,11,13,43,2,1,No,5,2,Yes
28,47230,0,11,26,3,3,No,6,0,No
39,28729,4,10,44,2,1,Yes,4,3,Yes
44,138738,0,24,7,1,4,No,2,5,No
59,130734,26,27,42,1,2,Yes,1,4,No
25,18653,0,5,23,4,2,No,0,6,No
54,102140,0,16,7,2,1,Yes,2,1,Yes
23,18000,1,5,27,3,3,Yes,3,3,No
41,64762,5,15,17,3,3,Yes,2,4,No
56,128811,30,30,4,1,4,Yes,6,2,No
45,113533,7,29,26,1,4,Yes,5,4,No
27,65159,1,9,37,1,2,Yes,6,4,Yes
24,43124,1,6,7,2,4,No,7,3,Yes
48,89621,9,18,45,2,2,No,6,2,No
27,60011,9,9,3,2,1,Yes,3,3,No
24,52173,5,9,45,1,2,No,4,2,Yes
47,133296,8,20,25,1,4,No,5,1,No
59,158479,4,24,28,2,2,Yes,1,6,Yes
40,29994,4,10,42,2,1,Yes,2,2,Yes
54,144931,20,24,45,2,2,No,6,1,No
48,70827,13,15,21,3,2,No,0,5,No
43,99973,12,22,12,1,2,No,6,3,No
27,18000,0,0,2,4,4,No,7,5,No
46,116336,27,28,50,4,4,Yes,8,2,No
45,85487,11,11,2,2,4,No,7,2,No
49,156779,10,23,9,3,3,No,4,6,No
53,183865,28,37,22,1,2,No,4,6,No
26,50318,3,6,48,1,3,Yes,0,6,Yes
23,49338,1,6,41,4,1,No,0,3,No
37,110459,14,19,21,1,1,Yes,4,6,No
29,64332,2,9,49,2,4,No,4,3,No
39,86942,8,22,40,3,4,Yes,8,4,No
45,62028,4,6,5,1,2,Yes,0,5,Yes
38,150106,2,22,22,2,2,Yes,5,1,No
28,56128,0,9,38,1,1,Yes,5,5,Yes
33,22225,1,3,26,3,1,No,6,3,Yes
57,82919,3,8,40,2,3,No,1,5,No
28,69795,3,9,24,4,2,No,1,1,No
58,171818,19,29,50,1,2,Yes,1,1,Yes
47,75992,9,13,35,1,1,Yes,3,4,No
59,97579,13,24,44,1,2,No,0,6,Yes
53,122964,12,23,50,3,1,No,0,4,No
41,130834,21,23,33,2,1,No,5,3,No
26,59088,7,9,20,1,4,No,5,2,No
37,99210,3,18,9,3,2,Yes,3,3,No
58,73326,2,9,20,4,2,No,5,5,No
33,89341,7,16,1,4,1,No,0,1,No
59,18000,0,2,1,3,2,Yes,2,1,No
50,114851,16,20,3,1,1,No,7,4,No
25,38293,6,7,7,1,4,Yes,0,0,No
25,43757,6,9,8,1,4,Yes,1,0,No
55,164971,6,33,31,3,4,No,4,3,No
41,24758,0,1,8,3,3,No,5,3,No
36,76083,9,14,18,2,3,Yes,5,4,No
38,97213,17,19,12,2,4,No,8,5,No
33,44215,4,7,45,4,2,No,4,0,No
50,93984,11,14,45,4,1,No,1,2,No
34,70488,0,16,11,1,2,Yes,6,0,Yes
52,134404,13,20,50,2,1,No,1,4,No
46,143217,2,19,16,1,4,No,3,2,No
31,75944,2,6,19,4,3,Yes,1,2,No
42,29200,0,2,30,1,3,No,7,5,No
21,59255,0,5,41,1,2,Yes,8,4,No
24,42799,1,7,37,1,1,No,4,3,Yes
54,81268,3,7,40,1,4,No,5,1,No
26,62576,8,9,1,2,1,Yes,2,3,No
23,49256,4,4,20,1,1,Yes,3,0,Yes
32,86174,2,16,43,4,4,No,2,0,Yes
35,71691,11,11,13,1,1,No,1,6,No
29,38662,2,4,10,4,3,No,6,1,No
52,43819,1,7,16,3,2,No,3,2,Yes
58,105690,4,19,43,4,3,Yes,5,4,No
52,58340,1,10,18,2,2,No,5,1,Yes
28,62984,4,8,47,2,4,No,4,4,No
28,55668,7,7,27,2,1,No,0,2,Yes
24,18892,0,5,26,3,3,Yes,2,4,No
25,64002,1,8,16,2,4,No,5,4,No
45,64729,2,6,15,2,1,No,8,3,Yes
21,48809,2,3,47,3,3,No,2,2,No
49,71857,6,11,49,3,2,No,6,4,No
55,46140,4,12,5,1,2,No,4,4,No
26,67845,1,8,20,4,4,No,5,0,No
33,35817,0,3,7,4,3,No,3,0,No
40,80911,7,10,27,4,1,No,5,1,No
42,52113,4,8,50,2,1,No,4,4,No
32,89713,0,15,1,1,3,Yes,1,5,No
38,87203,8,11,7,4,2,No,1,2,No
36,90970,15,17,25,2,3,Yes,4,3,No
40,129938,8,21,22,2,4,No,1,6,No
29,68595,4,7,46,2,4,No,4,3,No
51,111609,17,28,45,3,3,Yes,7,6,No
43,88764,12,13,9,1,2,Yes,1,0,Yes
41,32993,1,3,31,2,1,No,6,1,Yes
50,18000,0,2,26,3,2,Yes,6,5,No
54,106219,7,14,13,1,1,No,1,5,No
22,66790,2,5,44,2,1,Yes,5,0,Yes
33,86112,6,10,44,3,1,No,6,5,No
41,99019,7,19,15,2,1,No,1,2,No
33,58546,14,16,7,4,2,Yes,6,5,No
49,157036,20,29,38,1,2,No,2,1,Yes
54,40550,0,3,12,3,3,Yes,4,0,No
36,98210,5,18,34,4,2,No,2,1,No
38,32100,1,2,46,2,1,No,3,1,No
25,18000,3,4,10,3,3,No,5,2,No
26,59467,2,8,36,1,2,Yes,6,0,Yes
45,83414,12,12,6,2,4,No,7,3,No
41,102777,4,19,40,1,4,No,2,0,Yes
36,54387,3,10,1,3,4,Yes,2,2,No
26,65060,7,8,8,3,3,Yes,3,2,No
52,89450,6,12,27,3,3,Yes,0,0,Yes
29,18000,0,0,48,2,3,No,1,2,No
60,127289,20,26,13,1,3,No,6,4,No
43,95604,9,22,8,2,2,No,7,2,No
39,32797,0,2,25,1,3,No,6,4,No
36,65800,16,17,18,4,3,No,0,3,No
34,41867,9,9,49,2,2,Yes,6,4,No
51,92569,2,24,3,3,1,Yes,0,3,No
22,18000,3,4,28,4,1,Yes,3,0,No
47,129955,9,28,24,4,3,Yes,1,6,No
33,65395,13,15,7,1,3,No,0,1,No
22,28395,1,3,50,2,3,No,8,6,Yes
39,101601,2,20,45,1,4,No,2,3,No
31,80715,8,9,34,4,1,Yes,1,3,No
44,109033,8,27,26,1,4,Yes,5,6,No
34,83760,16,18,23,2,3,Yes,5,3,No
44,29674,5,5,39,2,1,No,6,6,Yes
41,44575,6,6,35,2,4,No,2,6,No
46,140016,12,28,30,2,4,Yes,3,4,No
28,76690,10,10,8,1,1,No,8,6,Yes
23,18000,0,3,21,4,4,No,2,5,No
58,49953,5,16,10,4,4,No,1,6,No
47,111895,27,28,34,4,1,No,7,5,No
26,57050,1,3,38,3,3,Yes,3,3,No
54,88577,10,17,40,1,1,No,8,2,Yes
34,84140,6,13,2,4,1,No,0,0,No
47,159105,7,26,46,1,3,No,5,4,No
45,94138,2,9,18,4,3,No,4,4,No
56,153003,1,30,36,1,1,Yes,6,0,No
48,139058,19,22,30,3,3,No,2,3,No
39,99019,10,23,32,3,4,Yes,6,3,No
44,130481,10,23,32,4,3,No,8,3,No
29,54301,5,13,8,1,3,No,4,2,Yes
54,77744,2,7,45,1,4,No,4,0,No
31,53336,11,11,15,1,4,No,4,2,No
43,113819,2,18,3,4,4,Yes,5,1,No
47,34188,4,4,3,2,3,No,0,4,No
44,126320,10,25,13,3,3,Yes,3,6,No
35,82227,6,16,15,2,1,No,3,2,No
30,35383,5,5,7,2,2,No,2,2,No
55,108343,22,26,41,1,2,No,6,1,Yes
40,76279,6,15,18,3,1,Yes,0,0,No
37,146939,17,21,13,4,1,Yes,3,3,No
23,66325,2,4,42,2,1,Yes,6,0,Yes
48,111824,29,30,45,4,3,Yes,8,4,No
46,93871,10,15,13,2,3,Yes,0,6,No
37,111834,13,15,31,2,4,Yes,5,0,No
40,123791,16,19,48,1,1,No,5,6,No
24,52769,0,6,22,4,3,No,1,3,No
47,105919,3,19,27,1,4,No,3,1,No
42,56776,4,11,44,3,3,No,1,4,No
30,70887,9,13,12,4,4,Yes,8,5,Yes
43,114443,14,24,16,4,4,Yes,4,1,No
53,70566,9,9,4,2,4,Yes,8,4,No
53,43138,5,10,37,4,4,Yes,4,4,No
26,62280,0,1,30,4,3,No,3,0,No
45,128446,10,26,3,2,4,Yes,5,4,No
50,32939,1,2,10,3,1,Yes,3,3,No
26,44870,1,7,31,4,3,No,5,5,No
41,45881,5,5,32,2,4,No,3,5,No
50,180725,11,33,36,2,2,Yes,5,2,Yes
22,57342,0,4,40,2,2,Yes,8,3,No
27,46048,2,6,33,4,3,No,4,4,No
39,73900,3,4,1,3,2,No,1,5,No
49,75380,14,15,47,2,3,Yes,2,0,Yes
30,104389,6,12,6,1,4,No,2,6,No
42,107433,12,15,25,2,3,No,2,6,No
23,24690,0,6,23,1,4,No,7,5,No
50,154898,21,31,20,2,4,No,8,3,No
55,30907,1,1,5,2,4,No,3,6,No
37,77631,13,19,22,4,1,No,3,4,Yes
31,77749,14,14,35,3,2,Yes,7,2,No
36,55601,3,12,1,3,4,Yes,0,2,No
24,91009,3,5,41,2,1,No,2,0,Yes
26,54368,5,8,35,2,1,No,3,4,No
56,69361,1,6,31,4,2,Yes,6,4,No
37,91722,18,20,13,3,1,No,3,4,No
58,86494,0,20,38,3,4,Yes,6,5,No
29,83454,0,8,33,3,2,No,5,3,No
24,20720,3,6,25,2,3,Yes,0,4,Yes
21,25577,1,2,10,3,4,No,6,5,No
48,18000,1,1,38,1,1,No,5,4,Yes
55,143483,11,28,4,1,4,No,0,4,No
41,75797,5,16,22,3,1,Yes,0,0,No
26,47466,3,9,50,2,3,No,3,0,No
44,153312,5,22,43,3,4,Yes,2,0,No
27,66647,9,9,12,4,4,Yes,8,5,Yes
50,84843,17,22,5,3,1,Yes,5,5,No
44,103362,2,20,13,4,2,Yes,6,4,No
51,47221,4,4,15,1,4,Yes,0,4,No
35,25936,1,2,29,4,1,No,8,3,No
47,89058,16,17,30,4,4,No,7,6,No
43,21589,0,0,42,4,4,No,8,5,No
41,39001,0,0,45,2,2,Yes,8,1,No
38,18000,0,0,24,1,3,No,5,4,Yes
58,101647,9,15,45,2,3,No,4,3,No
45,125774,14,24,40,2,4,No,6,1,No
59,47687,4,15,8,4,4,No,0,5,No
42,126997,14,25,32,4,3,No,5,1,No
52,165453,27,27,44,4,1,No,4,5,No
45,18097,3,3,46,2,2,No,0,6,No
34,80454,7,11,35,2,4,Yes,6,4,No
57,112403,5,20,6,1,2,No,2,1,No
59,39216,2,2,19,4,3,Yes,5,2,No
52,120623,22,22,20,2,4,No,4,1,No
27,42599,5,5,34,3,2,Yes,6,3,Yes
51,20277,0,5,38,1,1,No,5,4,Yes
39,33077,3,3,22,1,3,Yes,2,3,Yes
54,145634,1,23,28,3,4,No,2,6,No
58,106507,5,20,45,2,2,Yes,4,5,No
35,42224,3,5,32,2,2,No,0,5,No
41,118883,16,23,37,1,3,No,5,5,No
53,54411,8,9,48,3,1,No,0,5,Yes
52,101665,10,10,43,2,2,No,6,2,Yes
58,97096,5,18,27,4,4,Yes,2,6,Yes
22,41810,0,5,42,1,4,No,2,0,No
51,129008,18,26,12,2,3,Yes,0,1,No
37,46407,2,8,37,1,1,No,0,3,Yes
54,41121,0,0,9,3,3,Yes,3,1,No
57,129012,24,28,33,3,1,Yes,0,2,No
