Age,Income,LoanAmount,CreditScore,EmploymentYears,ExistingLoans,MonthlyDebt,LoanTerm,PreviousDefault,HomeOwnership,Default
50,638458,50000,813,6,1,8893,12,No,Own,0
22,702015,531690,658,8,3,29989,60,No,Rent,0
44,647246,231079,764,2,5,17159,48,No,Mortgage,0
32,786020,673078,846,15,0,15835,60,No,Rent,0
40,649490,814764,713,26,2,2569,24,No,Rent,0
56,1051644,616072,614,29,4,16980,60,No,Mortgage,0
60,269647,511410,774,28,2,25549,48,Yes,Rent,0
47,357216,85094,702,10,0,13024,36,No,Mortgage,0
51,490633,600661,818,10,3,20515,60,No,Rent,0
25,654139,346022,750,10,0,16157,60,No,Own,0
63,747389,448586,701,4,1,0,60,No,Own,0
30,1206735,119708,830,9,3,34085,60,No,Rent,0
29,1268275,674576,697,10,0,2533,60,No,Mortgage,0
28,719785,617013,734,14,3,36594,84,No,Rent,0
31,1146111,794436,649,14,5,37500,24,No,Rent,0
22,1026173,50000,743,5,5,24161,36,No,Rent,0
27,1022523,673652,653,9,1,7940,60,No,Own,0
26,1584993,291015,758,5,2,13272,36,No,Rent,0
65,1138579,485978,529,28,2,28837,36,No,Rent,0
26,1500293,614295,612,11,2,14713,60,No,Mortgage,0
42,797812,687144,697,5,3,10352,48,No,Mortgage,0
41,393324,395275,803,4,0,17189,36,No,Rent,0
24,543661,989257,710,1,3,11746,12,No,Own,1
61,540873,300024,773,22,1,20484,36,Yes,Own,0
45,935536,1338467,718,13,3,27864,60,No,Own,0
41,527974,1096866,561,14,0,293,60,No,Mortgage,1
58,541854,819104,747,8,2,19799,36,No,Rent,0
42,1127719,118427,690,7,1,17937,36,No,Mortgage,0
49,946230,92133,800,14,5,44745,48,No,Mortgage,0
38,739327,906185,711,8,2,23304,24,No,Mortgage,0
30,487882,502199,675,11,3,5047,60,No,Rent,0
49,664870,1089162,704,26,4,29360,36,No,Rent,0
57,442918,316456,567,3,0,13051,60,Yes,Own,1
58,726198,1402233,754,0,0,6050,36,No,Mortgage,0
44,1024609,610911,557,14,2,45751,60,No,Own,0
38,681199,1017225,662,14,4,28829,36,Yes,Rent,0
36,785420,528161,760,11,2,37834,36,No,Own,0
31,1078421,714749,737,12,3,39858,24,Yes,Mortgage,0
21,956299,564434,727,2,1,25135,48,No,Mortgage,0
35,738715,50000,691,15,4,55567,24,No,Mortgage,1
58,673168,111820,651,27,1,23109,12,No,Own,0
56,1116094,696572,513,7,2,19929,36,No,Rent,0
59,650130,785704,609,13,5,44463,60,No,Rent,0
50,654345,50000,789,22,3,29433,36,Yes,Own,0
52,515771,268356,588,27,1,38634,48,No,Own,0
37,1039385,631904,752,17,1,20453,48,No,Own,0
64,777964,713205,793,0,0,25504,24,No,Own,0
38,422875,780209,580,18,0,2261,60,Yes,Mortgage,1
51,1382152,113558,742,6,2,23726,60,No,Rent,0
48,464675,1120278,705,6,3,33243,48,No,Rent,0
27,828204,364839,630,14,3,32089,60,No,Mortgage,0
63,156608,754009,648,10,2,19468,36,No,Rent,1
21,1406840,313477,588,4,0,19176,84,No,Rent,0
63,1297306,557385,540,13,2,20586,60,No,Rent,0
25,676022,363473,741,11,0,19256,60,No,Own,0
61,161383,540120,766,28,3,26324,48,Yes,Rent,1
24,966993,50000,697,3,1,15979,36,No,Rent,0
42,1221194,50000,780,24,1,16189,48,No,Rent,0
58,394962,813359,547,5,4,33430,12,No,Rent,0
49,754588,442825,582,23,1,21640,60,No,Mortgage,0
21,1217084,865702,850,3,4,15534,60,No,Rent,0
23,650807,927590,466,9,0,16767,60,No,Own,1
58,362153,1148199,577,18,4,34067,60,No,Rent,1
53,173576,522662,753,27,3,26378,24,No,Mortgage,1
37,505385,530456,570,10,2,26061,48,No,Rent,0
31,497273,561583,606,18,0,5332,84,No,Own,0
53,454578,450793,576,10,5,47808,36,No,Rent,0
61,703739,477442,702,26,2,34228,60,No,Rent,0
48,891011,455713,573,27,3,37171,36,No,Rent,0
51,232799,350333,850,19,2,21335,36,No,Own,0
38,848948,412884,542,5,2,23908,36,No,Rent,0
60,575490,494988,547,21,0,16513,84,No,Mortgage,1
29,412311,595591,619,13,4,43322,12,No,Mortgage,0
31,1623817,932917,752,15,5,48479,12,No,Mortgage,0
25,399738,818736,676,2,3,33323,36,No,Own,0
61,554712,267134,667,6,1,20037,48,No,Rent,0
41,983811,1288974,695,14,3,30053,60,No,Own,0
31,1519867,632681,570,14,0,0,36,No,Rent,0
62,650276,723275,707,26,5,29179,84,Yes,Mortgage,0
31,1530849,316939,711,7,5,46859,48,No,Rent,0
45,926206,859964,508,8,2,20021,12,Yes,Mortgage,1
57,479316,339747,729,12,2,19547,24,No,Own,0
36,657425,418037,652,6,4,13301,36,No,Mortgage,0
62,580022,313854,665,7,2,18268,48,No,Rent,1
62,216484,99286,726,21,0,11735,60,Yes,Mortgage,0
39,202476,602197,574,5,0,16706,60,Yes,Rent,1
59,641236,1016482,609,15,0,11461,12,Yes,Own,1
60,1131683,466315,618,8,5,29332,36,No,Rent,0
52,929023,236813,669,23,2,17087,12,No,Mortgage,0
35,712857,790349,660,19,4,30467,36,No,Rent,0
46,572623,513208,691,17,2,10635,60,Yes,Rent,1
21,202012,202978,641,1,1,26170,48,No,Rent,0
43,178572,70612,774,18,0,12408,24,Yes,Mortgage,0
29,207731,203904,697,11,1,24799,48,No,Mortgage,0
32,638527,1147899,596,12,3,29539,36,No,Rent,0
30,568720,509857,627,12,1,17736,60,No,Mortgage,0
37,1113420,618704,761,19,2,18275,24,No,Rent,0
32,357941,107277,830,17,0,85,36,Yes,Mortgage,0
46,239108,50000,768,21,0,9567,24,Yes,Mortgage,0
34,150000,848006,747,11,3,25334,60,No,Rent,1
49,537584,179184,663,18,2,15753,60,No,Rent,0
33,620366,64093,746,17,2,36725,60,No,Own,0
21,887379,583829,683,4,4,32105,36,No,Mortgage,1
62,576490,997462,802,8,0,25453,36,No,Mortgage,1
35,588493,677945,596,16,1,8487,36,Yes,Mortgage,0
54,610719,600012,760,25,0,20761,36,No,Rent,0
29,583751,455956,700,9,2,2179,60,No,Rent,0
24,818804,533071,624,2,5,19017,48,No,Mortgage,0
64,1025524,506395,647,16,0,13099,36,No,Mortgage,0
30,162457,162553,676,11,2,21101,48,No,Mortgage,0
47,648980,402626,662,5,0,4647,60,No,Rent,0
62,668959,379742,593,16,5,41806,48,No,Mortgage,0
53,440843,318247,527,20,4,20307,24,No,Rent,1
24,575964,436898,645,4,1,17973,60,No,Rent,0
25,509561,92737,560,5,5,46084,24,No,Rent,1
50,675112,373195,693,6,0,9999,60,No,Rent,0
45,533960,276295,850,8,0,14750,12,No,Rent,0
35,750864,287634,727,13,0,31695,48,No,Rent,0
53,696918,1392610,757,3,0,4979,36,No,Mortgage,0
34,1228707,174969,603,15,3,44300,12,No,Own,0
63,970116,492930,681,16,0,11791,36,No,Mortgage,0
45,599733,1039143,701,22,5,28807,36,No,Rent,1
46,692753,899640,583,17,1,15991,60,No,Mortgage,1
63,815691,1032418,617,20,3,20936,36,No,Rent,0
40,1193216,581740,647,10,5,37291,36,No,Rent,0
57,365008,841694,755,18,1,18349,60,Yes,Own,1
61,1192481,736713,506,5,2,19812,36,No,Rent,0
58,601508,808160,725,27,5,26234,84,Yes,Mortgage,0
61,1327848,769904,647,28,5,43144,12,Yes,Rent,0
59,637526,334065,716,17,2,33079,24,No,Own,0
30,409309,768012,597,12,4,41810,60,Yes,Mortgage,1
56,776645,921386,591,1,0,4606,12,No,Mortgage,0
22,658098,299635,742,2,4,20716,36,No,Own,0
65,1022229,535468,540,22,1,29020,36,No,Rent,1
48,150000,889439,643,23,0,21584,36,No,Rent,1
28,213061,332959,642,7,3,29048,12,No,Mortgage,1
48,200187,884468,499,28,1,4026,36,No,Mortgage,1
56,948979,647754,643,16,0,460,24,Yes,Own,0
28,150000,769898,550,10,1,24280,60,No,Rent,1
38,345907,75849,534,6,4,28155,60,No,Rent,1
46,1209842,681899,580,15,3,25423,60,Yes,Rent,0
26,679886,50000,758,3,3,29177,36,No,Own,0
65,504830,169585,632,7,3,37912,84,No,Mortgage,0
23,606031,808389,418,4,4,18293,48,No,Rent,1
55,554067,214891,648,23,1,25482,60,Yes,Rent,1
31,883990,482858,559,15,5,35898,36,No,Rent,0
33,563880,390418,769,8,3,27204,36,No,Rent,0
32,870997,933916,670,12,5,42541,84,No,Mortgage,0
47,520599,1135309,661,29,5,31459,48,No,Mortgage,1
33,638935,277256,822,3,3,23893,48,No,Rent,0
24,938806,859445,594,7,1,13668,36,No,Rent,1
63,1224930,68663,627,21,5,39763,36,No,Mortgage,0
24,744697,50000,777,8,3,30749,36,No,Own,0
65,488384,214002,676,27,4,24839,12,Yes,Own,0
57,685364,296577,702,4,5,51365,84,No,Own,0
27,648563,587850,667,10,5,26241,36,Yes,Mortgage,0
49,584247,1027988,657,3,3,27565,60,No,Rent,1
31,831820,77654,674,15,0,11519,48,No,Rent,0
39,307368,705251,584,22,4,37807,60,Yes,Rent,1
30,457876,718641,749,10,2,44608,12,No,Mortgage,1
23,1161867,458798,695,2,2,3788,36,No,Rent,0
38,291920,1132352,744,8,0,12929,36,No,Own,1
65,433704,1094979,758,4,5,40107,84,Yes,Rent,0
51,383876,528022,850,23,2,13942,60,No,Mortgage,0
37,156138,83208,631,1,2,14665,60,No,Rent,0
24,185414,531943,620,6,4,56155,48,Yes,Rent,1
26,704522,776635,820,14,0,24511,36,No,Rent,0
38,638627,887540,667,8,2,25000,24,No,Mortgage,0
43,837007,1273220,678,11,4,28219,60,No,Own,1
50,668432,345346,765,6,1,36138,12,No,Mortgage,0
56,586699,766204,624,28,4,17340,36,No,Own,0
58,1156583,844250,525,17,4,35637,36,No,Own,1
38,600235,596268,654,3,3,13663,24,No,Rent,0
58,887109,1011447,752,33,3,8497,24,No,Rent,0
35,675814,50000,616,22,0,8616,84,Yes,Own,0
49,970375,62503,659,4,1,24161,36,No,Rent,0
27,1215680,305982,782,7,4,33698,60,No,Rent,0
38,1527677,352922,670,19,2,15330,24,No,Rent,0
51,1261320,53276,684,5,2,18530,84,No,Own,0
33,204856,77538,814,17,4,25168,48,Yes,Mortgage,0
50,667032,443645,672,4,1,3947,60,No,Rent,0
56,472580,279574,648,9,0,0,60,No,Own,0
31,212867,471679,716,10,4,36229,24,No,Rent,1
55,320405,426364,571,24,0,14982,48,No,Own,0
48,662212,317772,619,29,0,8581,24,No,Rent,0
39,560802,1106389,700,2,4,29136,60,No,Rent,0
28,631371,587005,658,8,5,30713,36,Yes,Mortgage,0
54,695287,848218,664,2,0,12782,60,No,Own,0
40,818980,668879,701,5,4,14061,48,No,Mortgage,0
45,801592,100620,578,27,2,2851,36,No,Rent,0
51,1177477,50000,691,14,0,18091,12,No,Rent,0
21,961552,411552,667,0,2,26414,36,No,Mortgage,0
59,1326857,1017109,555,27,1,2659,36,No,Rent,0
60,638511,1035239,804,19,1,10493,60,No,Rent,0
42,1637722,893129,606,22,2,32226,36,No,Mortgage,0
65,607325,50000,573,6,3,26830,36,No,Mortgage,0
52,398971,319194,604,9,2,16473,60,No,Rent,0
38,547046,1023095,792,12,5,26106,36,No,Rent,0
31,607187,552830,629,7,2,14271,24,No,Rent,1
45,244020,204966,772,19,4,35280,60,Yes,Rent,1
65,524263,260808,663,9,2,21197,48,No,Rent,0
59,502174,521501,659,24,0,9551,60,No,Rent,0
45,150000,145694,381,5,0,11331,36,No,Own,1
45,774057,66793,662,0,3,6897,60,No,Rent,0
24,863219,660913,664,7,0,5095,36,No,Own,0
53,1158142,98187,659,25,2,18043,12,Yes,Rent,0
47,1117008,706438,621,29,2,18291,36,No,Mortgage,0
45,624427,167144,760,0,5,25257,48,No,Mortgage,0
61,1339175,1018429,555,20,2,36325,60,No,Own,0
59,686200,160623,657,28,5,23817,84,No,Rent,0
55,398355,248762,693,2,5,38320,60,Yes,Own,0
45,975963,774043,850,10,2,13721,36,No,Rent,0
21,150000,628831,554,1,3,19051,36,Yes,Rent,1
57,836419,461486,694,17,3,15867,24,No,Rent,0
35,895600,782593,607,9,3,25249,60,Yes,Rent,1
39,432789,113117,718,22,2,23322,48,No,Own,0
51,347595,710567,593,0,1,422,24,No,Rent,1
36,251047,763821,567,20,2,29751,36,No,Mortgage,1
21,523131,724710,741,4,4,34710,60,No,Mortgage,0
29,857207,280833,839,12,3,11360,48,No,Rent,0
26,1132673,1128114,552,5,4,10633,60,No,Rent,1
44,613958,706991,685,23,0,14032,60,No,Rent,0
32,844322,585829,600,3,1,514,60,No,Rent,0
55,477667,439940,809,23,3,18693,36,No,Own,0
44,1275625,398212,564,18,4,31172,24,No,Mortgage,0
34,625489,597921,661,9,4,12114,24,No,Rent,0
38,577078,271177,739,5,5,25052,48,No,Rent,0
57,505761,302891,489,29,3,38169,60,No,Rent,1
45,469246,131629,597,8,5,26399,36,No,Mortgage,0
46,781038,60865,599,17,0,18488,12,No,Own,0
39,766884,171421,681,16,5,35325,60,No,Mortgage,0
38,1546579,349557,685,23,1,21213,24,No,Rent,0
21,215087,720444,674,2,1,13595,48,No,Rent,1
30,435499,874232,593,14,2,25505,60,No,Rent,1
22,626815,854434,843,2,1,33661,60,No,Rent,0
45,425043,50000,688,0,1,14812,84,No,Own,0
22,150000,113871,720,0,5,37323,60,No,Own,1
25,1462770,369096,670,4,5,42768,60,No,Own,0
32,854580,761374,686,11,3,24376,60,No,Own,0
63,834298,50000,638,4,3,19781,60,No,Rent,0
40,250277,51727,621,0,1,20643,60,No,Rent,0
37,330129,401776,767,11,1,17771,48,Yes,Rent,0
45,673680,534837,594,10,1,22127,36,No,Rent,0
31,748906,563499,672,13,2,0,36,No,Rent,0
38,327720,687734,604,22,2,36932,60,Yes,Rent,1
48,1290419,484053,806,29,5,46291,12,No,Mortgage,0
44,291039,255922,609,19,1,0,84,No,Mortgage,0
49,1200351,61496,693,16,0,18484,12,No,Rent,0
64,806214,62414,625,19,4,31416,36,No,Rent,0
35,150000,707731,668,16,4,40029,48,No,Own,1
42,1109703,656881,551,15,5,42853,48,No,Own,1
32,276081,437412,519,11,0,12344,36,No,Rent,1
35,1440548,554169,739,19,0,4096,48,No,Rent,0
47,216781,720096,839,20,4,35362,36,No,Rent,0
27,611781,50000,696,11,4,37474,48,No,Mortgage,0
50,1044643,410353,493,18,4,34132,36,No,Rent,1
29,179134,84928,665,7,1,26878,48,No,Mortgage,0
24,700987,726203,520,4,4,30367,48,Yes,Mortgage,1
58,336990,1092819,646,1,1,15736,24,No,Own,1
53,441726,859311,697,20,3,14439,60,Yes,Own,1
58,623619,767779,625,15,5,48057,60,No,Rent,0
21,954330,919858,700,5,4,20613,48,No,Rent,0
65,150000,745867,689,14,3,16915,36,No,Rent,1
65,962605,780527,633,11,4,36144,48,No,Own,0
53,150000,693101,691,22,5,21623,60,No,Rent,1
24,629252,677713,574,7,2,31699,48,Yes,Mortgage,1
34,702292,1235208,788,14,2,26334,24,No,Rent,0
34,1369771,571997,832,13,0,18287,24,No,Rent,0
22,1222963,87051,819,2,5,19029,36,Yes,Rent,0
49,810957,810785,740,21,0,12800,60,No,Own,0
36,150000,341495,799,17,4,40318,36,No,Rent,1
32,465757,620183,717,9,1,18627,36,No,Own,0
40,162054,50000,663,15,5,29469,60,No,Rent,0
51,346110,783140,669,11,1,35100,60,No,Mortgage,1
58,360401,857894,754,18,4,30109,48,No,Rent,0
63,724934,661599,850,13,3,25162,36,Yes,Rent,0
39,1251983,718227,663,16,2,40542,36,Yes,Rent,0
48,477242,348998,652,19,4,29054,48,No,Rent,1
34,1000791,655928,532,4,3,7186,24,Yes,Own,1
27,660078,982530,672,7,4,19272,60,No,Mortgage,1
65,238854,423037,708,0,5,32130,60,No,Rent,1
22,776386,475683,710,4,3,23054,12,No,Mortgage,0
36,404549,89924,656,15,3,14208,36,No,Rent,0
27,872519,987928,805,8,2,12346,60,No,Own,0
56,242018,936137,787,18,4,38432,48,No,Rent,1
62,696798,423078,723,25,1,35463,60,No,Rent,0
38,1171819,60415,713,10,3,15749,24,No,Rent,0
48,564776,742815,569,21,4,45903,36,No,Rent,0
27,1419164,50000,597,11,2,25578,60,No,Mortgage,0
27,333047,1550860,575,12,3,42408,60,No,Rent,1
21,807889,468136,624,3,5,22472,48,No,Mortgage,0
41,597439,1094557,850,15,2,27955,36,No,Rent,0
32,1392257,562386,652,14,0,19193,36,No,Mortgage,0
37,717596,540503,751,16,2,12965,36,No,Mortgage,0
61,594410,607038,548,3,0,22340,36,No,Own,0
56,1095298,54741,635,27,1,19752,12,Yes,Rent,0
64,1073773,924923,655,11,5,30079,60,No,Mortgage,0
28,1165122,215595,790,10,2,35564,60,No,Rent,0
37,664023,249603,640,18,3,17673,60,No,Own,0
52,1239493,801028,844,13,4,27874,36,No,Own,0
64,870140,684849,776,9,0,1532,48,Yes,Rent,0
37,286477,615807,586,18,5,24359,60,No,Rent,1
54,1051882,598592,618,24,3,26335,24,No,Own,0
26,781866,643141,680,11,5,45447,24,Yes,Mortgage,0
50,1038776,760012,795,27,3,28624,84,No,Own,0
56,484903,209547,653,18,4,28105,60,No,Rent,0
37,559014,536794,719,15,3,20229,24,No,Rent,0
56,1605612,50000,657,26,5,36877,48,No,Rent,0
40,1274522,435917,776,16,4,24768,48,Yes,Rent,0
44,702770,398199,643,8,0,7382,36,No,Mortgage,0
34,150000,439660,430,4,2,27652,12,No,Rent,1
40,541241,1138759,538,15,2,0,60,No,Mortgage,1
25,489514,50000,531,6,4,49006,24,No,Rent,1
46,210058,770320,540,25,5,35944,24,No,Own,1
60,649447,66601,810,9,0,17142,60,Yes,Own,0
57,979971,819433,644,25,0,13161,48,No,Rent,0
56,751085,496365,714,3,3,36446,60,Yes,Rent,0
30,902877,491218,697,15,0,5720,12,No,Mortgage,0
28,923532,646614,826,10,4,41203,36,No,Rent,0
46,1268386,513748,539,16,5,53218,48,No,Mortgage,0
39,490138,253319,771,13,5,42702,24,No,Rent,0
57,445844,260881,644,19,5,23522,60,No,Rent,0
62,833365,99437,655,14,2,10166,12,No,Rent,0
64,868338,79103,630,4,3,17613,60,No,Rent,1
50,906130,345375,825,10,5,11604,36,No,Mortgage,0
39,201062,917421,850,8,5,31142,60,No,Own,1
21,1106718,304017,609,6,2,23599,84,No,Own,0
41,358034,716781,607,20,1,294,60,Yes,Mortgage,1
60,889950,627206,669,0,1,17069,36,No,Mortgage,0
35,737936,1211559,642,15,2,19608,60,No,Own,1
64,640962,332730,449,12,2,26270,24,No,Own,1
30,150000,728663,549,8,3,26229,60,No,Rent,1
26,359301,673829,588,5,5,29463,60,No,Own,1
52,556676,419338,786,9,1,37665,12,No,Mortgage,0
29,430988,1514299,605,8,5,47017,60,No,Rent,1
51,178307,53292,603,27,1,21343,36,No,Rent,0
26,488169,798581,766,12,3,42565,12,No,Mortgage,1
56,844817,319496,748,17,2,3908,48,No,Own,0
63,279644,759421,588,5,4,31746,12,No,Rent,1
50,462141,489969,831,21,2,23457,60,No,Mortgage,0
53,337088,889216,764,25,3,22268,84,No,Rent,1
63,166987,700553,648,13,1,24474,84,No,Mortgage,1
55,628761,669857,630,6,1,27128,36,No,Mortgage,1
54,508757,1301509,751,22,5,26175,60,No,Mortgage,1
32,652235,595723,698,10,5,28746,36,Yes,Mortgage,0
55,225947,259914,818,11,2,35275,60,No,Rent,0
52,888007,496256,566,28,2,20900,48,No,Rent,1
61,491455,709641,592,7,0,21220,36,No,Own,1
25,1483089,638561,623,6,4,25193,60,No,Own,0
29,753130,354702,674,11,5,37852,60,No,Mortgage,0
63,940381,590029,632,31,0,16934,60,No,Own,0
47,1255854,573017,741,1,0,2042,24,No,Own,0
58,840440,966070,594,18,5,24456,36,No,Rent,0
29,616192,358821,748,8,0,18748,60,No,Own,0
28,844759,629059,681,4,5,31997,24,No,Mortgage,0
32,150000,50000,719,8,1,28011,48,No,Mortgage,0
36,770173,499845,767,0,4,14836,12,No,Own,0
43,1211585,573946,680,20,5,29673,48,No,Mortgage,0
29,1498393,281148,735,9,3,50298,48,No,Rent,0
59,844392,607885,657,15,2,30738,36,No,Mortgage,0
65,556656,188571,653,5,2,34629,84,No,Mortgage,0
45,598630,626637,850,26,4,14694,36,No,Rent,0
41,581655,681456,569,21,1,26076,36,No,Mortgage,1
35,922942,612666,785,7,1,25362,24,No,Mortgage,0
29,598483,318879,662,7,3,33542,48,No,Mortgage,0
30,888333,554943,533,12,2,27785,60,No,Rent,0
52,648173,957225,685,26,1,27252,60,No,Rent,0
57,346232,1161732,540,18,5,35684,60,No,Rent,1
38,264356,316690,586,10,3,46164,48,No,Own,1
24,694768,804848,615,3,2,50148,24,No,Own,0
45,461989,195592,643,10,2,17573,60,No,Rent,0
39,332444,768639,566,16,3,8814,24,No,Own,1
32,191104,647052,656,17,0,17054,84,No,Own,1
65,258860,377629,716,2,3,34736,60,No,Rent,0
22,634564,50000,713,4,2,15808,60,No,Own,0
55,867912,461216,698,18,2,17644,24,No,Rent,1
39,484457,694556,580,19,1,0,60,Yes,Mortgage,0
48,1042670,744224,648,33,2,19459,36,No,Mortgage,0
37,777702,1072907,568,10,3,24019,36,No,Own,0
63,1072444,50000,748,27,5,53063,60,No,Rent,0
63,647824,50000,606,20,4,4022,36,No,Own,0
43,697815,50000,850,2,1,16916,60,No,Mortgage,0
31,635797,551251,566,16,2,12159,84,No,Own,0
46,957029,749530,850,11,3,11605,36,No,Rent,0
55,1030015,564084,825,5,5,43868,60,No,Own,0
34,165599,579694,696,13,0,11753,84,No,Own,1
55,743121,906752,850,25,2,18683,24,No,Mortgage,0
36,160693,621074,652,9,1,15614,60,No,Rent,1
38,1030301,652603,729,13,1,17546,48,No,Own,0
52,592365,717169,679,10,3,24320,36,No,Mortgage,0
57,1087818,722103,491,3,0,17481,36,No,Rent,1
28,1168648,56364,809,9,5,22691,48,No,Own,0
64,568499,496487,818,20,1,11278,60,No,Rent,0
28,624347,553109,668,10,5,30389,36,Yes,Mortgage,1
65,811516,1059445,665,16,3,18798,24,No,Rent,0
53,619656,919887,613,16,5,31008,24,No,Mortgage,1
39,964888,731898,832,9,5,34546,36,No,Mortgage,0
40,976919,50000,643,13,4,40215,24,Yes,Rent,0
52,1425483,159644,736,5,3,22398,60,No,Rent,0
51,150000,698743,821,21,4,21342,60,No,Rent,1
46,381732,671988,654,28,1,27716,84,Yes,Own,0
54,255265,683206,721,31,3,44581,36,No,Own,1
40,706878,418192,531,18,0,31648,36,No,Mortgage,1
44,157653,434211,711,24,5,12190,36,No,Mortgage,1
51,1381204,1177447,678,16,4,19397,60,No,Rent,0
28,1068213,173987,525,7,4,40551,84,No,Rent,0
56,1318492,739066,769,13,0,19457,36,No,Mortgage,0
45,150000,384190,614,19,5,12310,60,No,Rent,1
27,256838,760343,751,0,1,16008,36,No,Rent,1
57,686837,730367,617,15,2,41799,60,Yes,Own,1
47,860330,544432,750,18,5,21217,12,No,Own,0
52,611691,346244,671,25,3,11547,60,No,Own,0
33,899951,251650,688,14,0,7415,60,No,Rent,0
27,701686,50000,660,5,4,11880,48,No,Rent,0
39,527521,187661,687,24,3,30784,24,No,Mortgage,0
51,658510,400190,603,12,1,17732,48,Yes,Mortgage,1
44,687046,1209696,498,0,4,50743,24,No,Rent,1
30,919127,63094,677,1,4,24376,24,No,Own,0
63,650701,184299,629,2,2,40428,84,No,Mortgage,0
51,267743,561737,850,26,5,70000,60,No,Mortgage,0
42,918203,911504,548,8,2,20842,12,Yes,Mortgage,0
35,150000,271145,770,18,4,39168,36,No,Rent,1
65,829959,1000517,682,0,3,37239,36,Yes,Own,0
63,1174364,50000,612,24,4,45794,36,No,Mortgage,0
65,476647,68780,685,19,1,8250,36,No,Own,0
35,196297,50000,718,6,0,19319,48,No,Mortgage,0
31,813034,618315,678,6,4,35272,24,No,Mortgage,0
54,1092380,100958,621,16,4,38643,48,Yes,Own,0
55,384049,464128,784,10,3,30267,60,Yes,Mortgage,0
55,1188241,905639,610,12,3,39503,36,No,Mortgage,1
28,839459,836243,470,6,2,18840,60,No,Own,1
29,1303053,84222,598,11,3,25623,60,No,Mortgage,0
46,699444,573198,612,20,5,38713,36,Yes,Rent,1
40,667133,243170,633,18,4,22189,36,No,Mortgage,0
25,1292164,607995,685,13,0,4278,60,No,Mortgage,0
40,385865,250576,743,14,4,45535,24,No,Rent,0
27,873342,933557,816,10,3,17473,60,No,Own,0
58,932265,59726,667,16,0,15164,12,No,Rent,0
31,486907,111697,730,5,1,33848,48,No,Own,0
38,805735,699117,628,17,5,18873,60,No,Own,1
31,249276,710379,527,15,3,34090,60,No,Mortgage,1
57,399175,473656,616,7,5,47438,36,No,Rent,1
35,892098,699485,731,15,3,19755,48,No,Own,0
32,860907,496097,579,14,4,41932,36,No,Rent,0
21,202444,758801,696,5,1,4879,48,No,Rent,1
31,876987,593239,527,12,3,30788,60,No,Rent,1
27,453132,50000,563,7,5,48771,24,No,Rent,0
46,205942,1097389,643,1,2,35998,36,No,Own,1
42,411342,879844,675,0,5,46933,60,No,Rent,1
61,176478,492550,767,29,1,20999,48,Yes,Rent,1
44,761853,90112,636,21,2,18765,12,No,Rent,0
65,933996,458392,659,24,3,28427,36,No,Rent,0
50,538196,299608,740,13,1,18385,48,No,Mortgage,0
21,1204402,807928,763,8,3,18209,60,No,Rent,0
54,1141363,789530,601,25,4,36790,60,No,Rent,0
41,357742,995967,659,7,2,27557,48,No,Rent,1
64,1358547,649329,662,10,5,45027,60,No,Rent,0
52,813832,1167057,646,28,3,15019,36,No,Rent,0
44,435443,1136859,654,27,5,27567,48,No,Mortgage,1
50,582545,798852,819,20,0,13516,60,No,Own,0
30,827181,688184,747,9,5,26563,60,No,Own,1
47,607786,1099451,606,0,5,39141,36,No,Mortgage,1
63,1050880,239019,652,4,2,30938,84,No,Mortgage,1
47,710100,524063,605,11,1,19845,36,No,Rent,0
43,306721,773483,553,24,5,30238,24,No,Own,1
40,446394,470042,610,20,3,26530,24,No,Own,1
50,150000,298086,656,9,4,37185,60,No,Own,1
41,610883,548294,710,17,1,17188,36,No,Own,0
25,507452,564224,812,6,2,30113,84,No,Rent,1
45,1014138,50000,726,2,3,27524,36,No,Own,0
51,672298,428078,720,27,3,36538,36,Yes,Mortgage,0
61,965595,704473,519,0,0,2991,60,Yes,Mortgage,1
62,230226,77637,850,30,5,28011,24,No,Own,0
30,169100,724857,697,7,3,13374,60,No,Rent,1
59,446725,556669,784,24,0,2506,36,No,Rent,0
35,724037,659080,597,4,5,38648,36,No,Rent,0
21,482437,300096,841,3,5,31776,36,No,Own,0
37,150000,152537,686,18,0,14708,60,No,Rent,1
54,150000,683006,669,22,5,24810,60,No,Rent,1
27,1087722,176465,796,11,0,16830,60,No,Mortgage,0
46,549534,930584,753,27,0,15892,36,No,Rent,0
35,1309326,771991,596,17,4,35581,36,No,Own,0
37,728214,275388,656,19,5,32142,60,No,Mortgage,1
60,637698,400570,501,21,2,16479,36,No,Rent,0
49,1466851,151227,773,7,4,20460,60,No,Rent,0
44,984015,900571,745,17,3,29508,24,No,Rent,0
49,558271,318428,686,25,2,11613,60,No,Own,0
52,1060267,929983,639,7,4,28679,48,No,Rent,0
56,979825,645865,643,17,1,7772,60,Yes,Mortgage,0
45,637343,881150,641,27,5,65569,24,No,Rent,1
22,1068716,84441,757,5,3,15920,36,No,Rent,0
48,587444,1048389,610,4,4,28060,60,No,Rent,1
50,1064292,454207,695,27,2,13960,24,No,Rent,0
52,1059180,758474,834,29,3,34221,84,No,Own,0
33,765694,393476,556,7,2,22466,36,No,Rent,0
47,1197356,538335,820,29,4,43528,12,No,Mortgage,0
35,862787,623073,548,14,0,8605,36,No,Rent,0
64,1240014,136413,748,6,4,31030,36,No,Rent,0
55,658780,138072,657,19,1,20587,60,Yes,Rent,1
